Title,Journal,Publication Date,PubMed ID,Abstract
The impact of the image conversion factor and image centration on retinal vessel geometric characteristics.,Frontiers in medicine,2023,37007779,"BACKGROUND: This study aims to use fundus image material from a long-term retinopathy follow-up study to identify problems created by changing imaging modalities or imaging settings (e.g., image centering, resolution, viewing angle, illumination wavelength). Investigating the relationship of image conversion factor and imaging centering on retinal vessel geometric characteristics (RVGC), offers solutions for longitudinal retinal vessel analysis for data obtained in clinical routine. METHODS: Retinal vessel geometric characteristics were analyzed in scanned fundus photographs with Singapore-I-Vessel-Assessment using a constant image conversion factor (ICF) and an individual ICF, applying them to macula centered (MC) and optic disk centered (ODC) images. The ICF is used to convert pixel measurements into mum for vessel diameter measurements and to establish the size of the measuring zone. Calculating a constant ICF, the width of all analyzed optic disks is included, and it is used for all images of a cohort. An individual ICF, in turn, uses the optic disk diameter of the eye analyzed. To investigate agreement, Bland-Altman mean difference was calculated between ODC images analyzed with individual and constant ICF and between MC and ODC images. RESULTS: With constant ICF (n = 104 eyes of 52 patients) the mean central retinal equivalent was 160.9 +/- 17.08 mum for arteries (CRAE) and 208.7 +/- 14.7.4 mum for veins (CRVE). The individual ICFs resulted in a mean CRAE of 163.3 +/- 15.6 mum and a mean CRVE of 219.0 +/- 22.3 mum. On Bland-Altman analysis, the individual ICF RVGC are more positive, resulting in a positive mean difference for most investigated parameters. Arteriovenous ratio (p = 0.86), simple tortuosity (p = 0.08), and fractal dimension (p = 0.80) agreed well between MC and ODC images, while the vessel diameters were significantly smaller in MC images (p < 0.002). CONCLUSION: Scanned images can be analyzed using vessel assessment software. Investigations of individual ICF versus constant ICF point out the asset of utilizing an individual ICF. Image settings (ODC vs. MC) were shown to have good agreement."
No Strong Association between the Apolipoprotein E E4 Allele and Glaucoma: A Multicohort Study.,Ophthalmology science,2023 Sep,37007646,"PURPOSE: To elucidate a potential association between the apolipoprotein E (APOE) E4 allele and glaucoma prevalence in large cohorts. DESIGN: A cross-sectional analysis of baseline and prospectively collected cohort data. PARTICIPANTS: UK Biobank (UKBB) participants of genetically determined European ancestry (n = 438 711). Replication analyses were performed using clinical and genotyping data collected from European participants recruited to the Canadian Longitudinal Study of Aging (CLSA; n = 18 199), the Australian and New Zealand Registry of Advanced Glaucoma (ANZRAG; n = 1970), and the Blue Mountains Eye Study (BMES; n = 2440). METHODS: Apolipoprotein E alleles and genotypes were determined, and their distributions were compared on the basis of glaucoma status. Similar analyses were performed using positive control outcomes associated with the APOE E4 allele (death, dementia, age-related macular degeneration) and negative control outcomes not associated with the APOE E4 allele (cataract, diabetic eye disease). Outcome phenotypes were also correlated with Alzheimer's dementia (AD), a clinical outcome highly associated with the APOE E4 allele. MAIN OUTCOME MEASURES: Results of APOE E4 genotype-phenotype comparisons were reported as odds ratios (ORs) with 95% confidence intervals (CIs). Replication analyses investigated APOE E4 associations in 2 replication cohorts (CLSA and ANZRAG/BMES). RESULTS: The APOE E4 allele was inversely associated with glaucoma (OR, 0.96; 95% CI, 0.93-0.99; P = 0.016) and both negative controls (cataract: OR, 0.98; 95% CI, 0.96-0.99; P = 0.015; diabetic eye disease: OR, 0.92; 95% CI, 0.87-0.97; P = 0.003) in the UKBB cohort. A paradoxical positive association was observed between AD and both glaucoma (OR, 1.30; 95% CI, 1.08-1.54; P < 0.01) and cataract (OR, 1.15; 1.04-1.28; P = 0.018). No association between the APOE E4 allele and glaucoma was observed in either replication cohort (CLSA: OR, 1.03; 95% CI, 0.89-1.19; P = 0.66; ANZRAG/BMES: OR, 0.97; 95% CI, 0.84-1.12; P = 0.65). CONCLUSIONS: A small negative association observed between APOE E4 and glaucoma within the UKBB was not evident in either replication cohort and may represent an artifact of glaucoma underdiagnosis in APOE E4 carriers. FINANCIAL DISCLOSURES: The author(s) have no proprietary or commercial interest in any materials discussed in this article."
Clinical and multimodal imaging characteristics of eyes with Vogt-Koyanagi-Harada disease: An Egyptian experience.,Oman journal of ophthalmology,2023 Jan-Apr,37007255,"BACKGROUND: Vogt-Koyanagi-Harada (VKH) disease is a vision-threatening inflammatory disorder that is challenging in diagnosis and management. METHODS: Retrospective, record-based analysis of 54 eyes belonging to 27 adult patients that fulfilled the revised diagnostic criteria for VKH between January 2018 and January 2021. Demographic, clinical, and imaging data on presentation and during follow-up visits were collected for each patient. Available imaging studies included B-scan ultrasonography (B-scan US), spectral domain optical coherence tomography (OCT), fundus fluorescein angiography (FFA), and OCT angiography (OCT-A). RESULTS: The female-to-male ratio was 2.38:1. Nineteen patients (70.37%) presented during an initial attack, while eight patients (29.63%) presented during recurrence. The most commonly presenting sign in the posterior segment was exudative retinal detachment (44 eyes, 81.48%). B-scan US was utilized in 4 eyes (7.41%), OCT was utilized in 48 eyes (88.89%) with the most common finding being subretinal fluid (43 eyes, 89.58%), FFA was performed in 39 eyes (72.22%) with the most common finding being punctate hyperfluorescence and late dye pooling (33 eyes, 84.62%), and OCT-A was performed in 30 eyes (55.56%), in which choriocapillaris flow deficit that correlated with disease activity was detectable in 25 eyes (83.33%). Improved visual acuity was noted in 85% of the eyes that were followed up. CONCLUSION: Early diagnosis and treatment of VKH result in favorable visual outcome. Multimodal imaging, with the recent addition of OCT-A, provides complementary data that could serve in diagnosis and monitoring."
Optic neuritis presented as the only manifestation of neurosyphilis.,Oman journal of ophthalmology,2023 Jan-Apr,37007240,"Here, we report a case of syphilis presented with optic neuritis to consider neurosyphilis as one of the differential diagnoses of optic neuritis. A 25-year-old male attended at outpatient department of chittagong eye infirmary and training complex institute with a history of a sudden loss of vision in the left eye for 20 days. On eye examination, the patient had reduced visual acuity on the left eye (6/60), and the left pupil showed a relative afferent pupillary defect and swollen left optic disc. No other abnormalities were found in a routine blood test and magnetic resonance imaging of the brain. Intravenous corticosteroid was administered for 3 days followed by oral corticosteroid. His vision was gradually improving within a month and became 6/9 in the left eye, but after a month, the patient returned with the blurring of vision in the same eye for 3 days. An extensive serum biochemical and serological test and cerebrospinal fluid (CSF) analysis was done including syphilis serology and human immunodeficiency virus (HIV) serology. Venereal disease research laboratory (VDRL) test and Treponema pallidum hemagglutination assay (TPHA) were found positive with high titer (1:1280) and rapid plasma reagin (RPR) titer of 1:64 in blood. The CSF analysis showed leukocytosis, and VDRL and TPHA were also found positive with high RPR titer. The HIV serology test was negative. The patient was treated with injectable ceftriaxone 2 g intravenously for 14 days and also injectable corticosteroid. His vision was improved within this period. Unilateral optic neuritis due to syphilis without other ocular features is uncommon but should be considered if a patient presents with visual loss and optic disc swelling. Early diagnosis based on clinical suspicion and prompt management is important to prevent visual impairment and subsequent neurological complications."
"Pediatric Rhegmatogenous Retinal Detachments: Etiologies, Clinical Course, and Surgical Outcomes.",Journal of vitreoretinal diseases,2023 Mar-Apr,37006670,"Purpose: To describe the predisposing factors, clinical course, and surgical methods of pediatric rhegmatogenous retinal detachment (RRD) and determine which factors affect anatomic success. Methods: Data of patients 18 years or younger who had surgical repair for RRD from January 1, 2004, to June 31, 2020, with a minimum of 6 months of follow-up were retrospectively analyzed. Results: The study evaluated 101 eyes of 94 patients. Of the eyes, 90% had at least 1 predisposing factor to pediatric RRD, including trauma (46%), myopia (41%), prior intraocular surgery (26%), and congenital anomaly (23%); 81% had macula-off detachments and 34% had proliferative vitreoretinopathy (PVR) grade C or worse at presentation. The presence of PVR grade C or worse (P = .0002), total RRD (P = .014), and vitrectomy alone at first surgery (P = .0093) were associated with worse outcomes. Patients who had scleral buckle (SB) alone at the first surgery had statistically higher rates of anatomic success than those who had vitrectomy alone or combined with SB (P = .0002). After the final surgery, 74% of patients achieved anatomic success. Discussion: The majority of cases in this study were associated with 1 of the 4 risk factors predisposing to pediatric RRD. These patients often present late with macula-off detachments and PVR grade C or worse. The majority of patients achieved anatomic success after surgical repair using SB, vitrectomy, or a combination."
Intravitreal Rituximab-Associated Retinal Occlusive Vasculitis.,Journal of vitreoretinal diseases,2023 Mar-Apr,37006669,"PURPOSE: To describe a 90-year-old patient who was referred to a private retina specialist with gradually worsening vision and floaters in the left eye. METHODS: A retrospective case report is presented. RESULTS: The patient was treated with intravitreal rituximab injections for intraocular lymphoma with resulting vision loss to the level of hand motions from severe granulomatous uveitis and retinal occlusive vasculitis. CONCLUSIONS: Retinal occlusive vasculopathy secondary to rituximab intravitreal injections is a rare clinical entity with only a single previous case reported in the literature. However, there are reports of systemic vasculitis after systemic administration of rituximab. Clinicians should be aware of the possibility of ocular hypertension, granulomatous anterior uveitis, and/or retinal occlusive vasculitis after intravitreal rituximab use. Consideration should be given to the inflammatory risk of rituximab intravitreal injections to reduce the potential for treatment-induced vision loss."
Retinal Vasculopathy With Cerebral Leukoencephalopathy and Systemic Manifestations: Critical Role of Retina Specialists.,Journal of vitreoretinal diseases,2023 Mar-Apr,37006667,"PURPOSE: To describe a case of retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations (RVCL-S) to enhance early recognition of this often-missed diagnosis. METHODS: A case report is presented. RESULTS: A 50-year-old woman with a history of Raynaud phenomenon, memory difficulties, and a family history of strokes was referred for evaluation of a bilateral, small-vessel, occlusive disease refractory to immunosuppressive therapy. An extensive workup for treatable causes was unrevealing. Fifteen months after presentation, brain imaging showed white-matter lesions and dystrophic calcification, which led to the discovery of a pathogenic variant in TREX1 and the diagnosis of RVCL-S. CONCLUSIONS: Retina specialists play a critical role in the timely diagnosis of RVCL-S. Although the findings in this condition can mimic those in other common retinal vascular disorders, there are key characteristics that increase the suspicion for RVCL-S. Early recognition might decrease unnecessary therapies and procedures."
Telangiectatic Capillaries in Retinal Vascular Occlusions: Multimodal Imaging in a Case Series.,Journal of vitreoretinal diseases,2023 Mar-Apr,37006666,"Introduction: To report a cases series of retinal vascular occlusions with telangiectatic capillaries (TelCaps) seen on indocyanine green angiography (ICGA) and multimodal imaging. Methods: In this case series, a new finding (TelCaps) was seen on clinical examination, fundus evaluation, fluorescein angiography, ICGA, and optical coherence tomography (OCT). Results: This series comprised 3 patients with TelCaps findings on ICGA after retinal vascular occlusions. The patients' ages ranged from 52 years to 71 years and the best-corrected visual acuity in the affected eye, from 20/25 to 20/80. Fundus evaluation showed small, hard exudates in the vascular termination close to the macula with a reduction of the foveal reflex. The OCT images showed marginal hyperreflectivity and inner hyporeflectivity that were suggestive of a TelCaps lesion, which was confirmed by hyperfluorescence in the late phase of ICGA. Conclusions: This study highlights the importance of performing multimodal imaging evaluation, including ICGA, in eyes with retinal vein occlusions for early identification and management of the associated lesions."
Intraocular Methotrexate for the Treatment and Prevention of Proliferative Vitreoretinopathy: A Review.,Journal of vitreoretinal diseases,2023 Mar-Apr,37006665,"PURPOSE: To review the current literature on the use of intravitreal methotrexate (IVT MTX) for the treatment and prevention of proliferative vitreoretinopathy (PVR). METHODS: All reports of IVT MTX to treat and prevent PVR published in PubMed, Google Scholar, and EBSCOhost were reviewed. The relevant current studies are included in this report. RESULTS: The literature search yielded 32 articles describing the use of MTX in PVR. These included preclinical studies, 1 case report, and several case series. Early studies found that IVT MTX is a promising medication for the treatment and prevention of PVR. MTX works as a potent anti-inflammatory agent through a new mechanism of action different from that of other medications for use in PVR. Few side effects have been reported and were mostly limited to mild reversible corneal keratopathy. There are 2 current ongoing randomized controlled clinical trials to further evaluate the efficacy of MTX for PVR. CONCLUSIONS: MTX is a safe and potentially efficacious medication for the treatment and prevention of PVR. Additional clinical trials are needed to further establish this effect."
Sensory impairments and subjective well-being status in middle-aged and older Chinese population: Cross-sectional and longitudinal analyses of a nationally representative survey.,Frontiers in public health,2023,37006552,"PURPOSE: To investigate the impacts of sensory impairments (SIs) including single vision impairment (SVI), single hearing impairment (SHI) and dual sensory impairment (DSI) on subjective wellbeing measurements including life expectancy (LE), life satisfaction (LS) and self-rated health (SRH) in middle-aged and older Chinese population. METHODS: We obtained data from the China Health and Retirement Longitudinal Survey (CHARLS). In total, 9,293 Chinese middle-aged and older adults aging over 45 were included at baseline 2011 in this study, and 3,932 participants who accomplished all 4 interviews from 2011 to 2018 were adapted for longitudinal analyses. Sensory status and subjective wellbeing measurements were collected. Other covariates included socio-demographic characteristics, medical condition and lifestyle-related factors. The impacts of baseline sensory status on LE, LS and SRH were assessed using univariate and multivariate logistic regression analyses. A linear regression analysis with generalized estimating equations (GEE) was used to assess the association between time-varying sensory statuses with LE, LS and SRH over 8 years after being adjusted with multi-confounding factors. RESULTS: Participants with SIs had significantly lower level of LE, LS, and SRH, compared to those who were free of SI. All kinds of SIs were significantly associated with LE, LS, and SRH according to cross-sectional data. The correlations between SIs and LE or SRH over 8 years were also noticed. However, only SHI and DSI were found to be significantly associated with LS according to longitudinal data (all p values < 0.05). CONCLUSION: Sensory impairments had explicitly detrimental effects on subjective wellbeing status over time among middle-aged and older Chinese population."
"Widespread genomic influences on phenotype in Dravet syndrome, a 'monogenic' condition.",Brain : a journal of neurology,2023 Apr 3,37006128,"Dravet syndrome is an archetypal rare severe epilepsy, considered ""monogenic"", typically caused by loss-of-function SCN1A variants. Despite a recognisable core phenotype, its marked phenotypic heterogeneity is incompletely explained by differences in the causal SCN1A variant or clinical factors. In 34 adults with SCN1A-related Dravet syndrome, we show additional genomic variation beyond SCN1A contributes to phenotype and its diversity, with an excess of rare variants in epilepsy-related genes as a set and examples of blended phenotypes, including one individual with an ultra-rare DEPDC5 variant and focal cortical dysplasia. Polygenic risk scores for intelligence are lower, and for longevity, higher, in Dravet syndrome than in epilepsy controls. The causal, major-effect, SCN1A variant may need to act against a broadly compromised genomic background to generate the full Dravet syndrome phenotype, whilst genomic resilience may help to ameliorate the risk of premature mortality in adult Dravet syndrome survivors."
Facial expression of patients with Graves' orbitopathy.,Journal of endocrinological investigation,2023 Apr 1,37005981,"PURPOSE: Patients with Graves' orbitopathy (GO) have characteristic facial expressions that are different from those of healthy individuals due to the combination of somatic and psychiatric symptoms. However, the facial expressions of GO patients have not yet been described and analyzed systematically. Thus, the present study aimed to present the facial expressions of GO patients and explore their applications in clinical practice. METHODS: Facial image and clinical data of 943 GO patients were included, and 126 patients answered quality of life (GO-QOL) questionnaires. Each patient was labeled for one facial expression. Then, a portrait was drawn for every facial expression. Logistic and linear regression was performed to analyze the correlation between facial expression and clinical indicators, including QOL, disease activity and severity. The VGG-19 network model was utilized to discriminate facial expressions automatically. RESULTS: Two groups, i.e., the non-negative emotion (neutral, happy) and the negative emotion (disgust, angry, fear, sadness, surprise), and seven expressions of GO patients were systematically analyzed. Facial expression was statistically associated with GO activity (P = 0.002), severity (P < 0.001), QOL visual functioning subscale scores (P = 0.001), and QOL appearance subscale score (P = 0.012). The deep learning model achieved satisfactory results (accuracy 0.851, sensitivity 0.899, precision 0.899, specificity 0.720, F1 score 0.899, and AUC 0.847). CONCLUSIONS: As a novel clinical sign, facial expression holds the potential to be incorporated into GO assessment system in the future. The discrimination model may assist clinicians in real-life patient care."
Tumor microenvironment signaling and therapeutics in cancer progression.,"Cancer communications (London, England)",2023 Apr 2,37005490,"Tumor development and metastasis are facilitated by the complex interactions between cancer cells and their microenvironment, which comprises stromal cells and extracellular matrix (ECM) components, among other factors. Stromal cells can adopt new phenotypes to promote tumor cell invasion. A deep understanding of the signaling pathways involved in cell-to-cell and cell-to-ECM interactions is needed to design effective intervention strategies that might interrupt these interactions. In this review, we describe the tumor microenvironment (TME) components and associated therapeutics. We discuss the clinical advances in the prevalent and newly discovered signaling pathways in the TME, the immune checkpoints and immunosuppressive chemokines, and currently used inhibitors targeting these pathways. These include both intrinsic and non-autonomous tumor cell signaling pathways in the TME: protein kinase C (PKC) signaling, Notch, and transforming growth factor (TGF-beta) signaling, Endoplasmic Reticulum (ER) stress response, lactate signaling, Metabolic reprogramming, cyclic GMP-AMP synthase (cGAS)-stimulator of interferon genes (STING) and Siglec signaling pathways. We also discuss the recent advances in Programmed Cell Death Protein 1 (PD-1), Cytotoxic T-Lymphocyte Associated Protein 4 (CTLA4), T-cell immunoglobulin mucin-3 (TIM-3) and Lymphocyte Activating Gene 3 (LAG3) immune checkpoint inhibitors along with the C-C chemokine receptor 4 (CCR4)- C-C class chemokines 22 (CCL22)/ and 17 (CCL17), C-C chemokine receptor type 2 (CCR2)- chemokine (C-C motif) ligand 2 (CCL2), C-C chemokine receptor type 5 (CCR5)- chemokine (C-C motif) ligand 3 (CCL3) chemokine signaling axis in the TME. In addition, this review provides a holistic understanding of the TME as we discuss the three-dimensional and microfluidic models of the TME, which are believed to recapitulate the original characteristics of the patient tumor and hence may be used as a platform to study new mechanisms and screen for various anti-cancer therapies. We further discuss the systemic influences of gut microbiota in TME reprogramming and treatment response. Overall, this review provides a comprehensive analysis of the diverse and most critical signaling pathways in the TME, highlighting the associated newest and critical preclinical and clinical studies along with their underlying biology. We highlight the importance of the most recent technologies of microfluidics and lab-on-chip models for TME research and also present an overview of extrinsic factors, such as the inhabitant human microbiome, which have the potential to modulate TME biology and drug responses."
Exploring the components and mechanisms of Shen-qi-wang-mo granule in the treatment of retinal vein occlusion by UPLC-Triple TOF MS/MS and network pharmacology.,Scientific reports,2023 Apr 1,37005436,"This study aimed to explore the substance basis and mechanisms of Shen-qi-wang-mo Granule (SQWMG), a traditional Chinese medicine prescription that had been clinically utilized to treat retinal vein occlusion (RVO) for 38 years. Components in SQWMG were analyzed by UPLC-Triple-TOF/MS and a total of 63 components were identified with ganoderic acids (GA) being the largest proportion. Potential targets of active components were retrieved from SwissTargetPrediction. RVO-related targets were acquired from related disease databases. Core targets of SQWMG against RVO were acquired by overlapping the above targets. The 66 components (including 5 isomers) and 169 targets were obtained and concluded into a component-target network. Together with biological enrichment analysis of targets, it revealed the crucial role of the ""PI3K-Akt signaling pathway"", ""MAPK signaling pathway"" and their downstream factor iNOS and TNF-alpha. The 20 key targets of SQWMG in treating RVO were acquired from the network and pathway analysis. The effects of SQWMG on targets and pathways were validated by molecular docking based on AutoDock Vina and qPCR experiment. The molecular docking showed great affinity for these components and targets, especially on ganoderic acids (GA) and alisols (AS), which were both triterpenoids and qPCR exhibited remarkably reduced inflammatory factor gene expression through regulation of these two pathways. Finally, the key components were also identified from rat serum after treatment of SQWMG."
Metabolomic analysis of aqueous humor reveals potential metabolite biomarkers for differential detection of macular edema.,"Eye and vision (London, England)",2023 Apr 1,37004107,"BACKGROUND: Macular edema (ME) is a major complication of retinal disease with multiple mechanisms involved in its development. This study aimed to investigate the metabolite profile of aqueous humor (AH) in patients with ME of different etiologies and identify potential metabolite biomarkers for early diagnosis of ME. METHODS: Samples of AH were collected from 60 patients with ME and 20 age- and sex-matched controls and analyzed by liquid chromatography-mass spectrometry (LC/MS)-based metabolomics. A series of univariate and multivariate statistical analyses were performed to identify differential metabolites and enriched metabolite pathways. RESULTS: The metabolic profile of AH differed significantly between ME patients and healthy controls, and differentially expressed metabolites were identified. Pathway analysis revealed that these differentially expressed metabolites are mainly involved in lipid metabolism and amino acid metabolism. Moreover, significant differences were identified in the metabolic composition of AH from patients with ME due to different retinal diseases including age-related macular degeneration (AMD-ME), diabetic retinopathy (DME) and branch retinal vein occlusion (BRVO-ME). In total, 39 and 79 etiology-specific altered metabolites were identified for AMD-ME and DME, respectively. Finally, an AH-derived machine learning-based diagnostic model was developed and successfully validated in the test cohort with an area under the receiver operating characteristic (ROC) curve of 0.79 for AMD-ME, 0.94 for DME and 0.77 for BRVO-ME. CONCLUSIONS: Our study illustrates the potential underlying metabolic basis of AH of different etiologies across ME populations. We also identify AH-derived metabolite biomarkers that may improve the differential diagnosis and treatment stratification of ME patients with different etiologies."
Organ-specific allergen challenges in airway allergy: current utilities and future directions.,Allergy,2023 Apr 1,37002709,"Atopy has been long used as the screening method for airway allergy. Nevertheless, aeroallergens can trigger respiratory symptoms not only in atopic patients (atopic respiratory allergy, ARA), but also in non-atopic subjects (local respiratory allergy, LRA). Moreover, ARA and LRA can coexist in the same patient, and this clinical scenario has been called dual respiratory allergy (DRA). When the clinical history cannot determine the relevance of sensitizations in ARA patients, nasal, conjunctival or bronchial allergen challenges (NAC, CAC and BAC, respectively) should be conducted. Moreover, these tests are required to identify patients with LRA and DRA. The clarification of the allergic triggers of airway diseases has a profound impact on the management strategies the patients can be offered. Importantly, allergen immunotherapy (AIT) remains as the only disease-modifying intervention for ARA. Recent data indicate that AIT might have a similar effect on LRA patients. Nevertheless, AIT success relies largely on the correct phenotyping of allergic individuals, and NAC, CAC and BAC are very helpful tools in this regard. In this review, we will summarize the main indications and methodology of CAC, NAC and BAC. Importantly, the clinical implementation of these tests might translate into precision medicine approaches and better health outcomes for patients with airway allergy."
Building a new regional home for implementation science: Annual Midwest Clinical & Translational Research Meetings.,Journal of investigative medicine : the official publication of the American Federation for Clinical Research,2023 Mar 31,37002618,"The vision of the Central Society for Clinical and Translational Research (CSCTR) is to ""promote a vibrant, supportive community of multidisciplinary, clinical, and translational medical research to benefit humanity."" Together with the Midwestern Section of the American Federation for Medical Research, CSCTR hosts an Annual Midwest Clinical & Translational Research Meeting, a regional multispecialty meeting that provides the opportunity for trainees and early-stage investigators to present their research to leaders in their fields. There is an increasing national and global interest in implementation science (IS), the systematic study of activities (or strategies) to facilitate the successful uptake of evidence-based health interventions in clinical and community settings. Given the growing importance of this field and its relevance to the goals of the CSCTR, in 2022, the Midwest Clinical & Translational Research Meeting incorporated new initiatives and sessions in IS. In this report, we describe the role of IS in the translational research spectrum, provide a summary of sessions from the 2022 Midwest Clinical & Translational Research Meeting, and highlight initiatives to complement national efforts to build capacity for IS through the annual meetings."
Expression of alpha-Synuclein in the mouse retina is confined to inhibitory presynaptic elements.,The Journal of comparative neurology,2023 Mar 31,37002599,"alpha-Synuclein (alpha-Syn) is enriched in presynaptic terminals of the central nervous system including the retina and plays a role in the synaptic vesicle cycle and synaptic transmission. Abnormal aggregation of alpha-Syn is considered to be the main component of the Lewy bodies that are the pathological hallmarks of Parkinson's disease. Although expression pattern of alpha-Syn has been described in the retinas, its precise cellular and subcellular locations are poorly understood. We investigated the precise expression of alpha-Syn using light microscopy (LM) and electron microscopy (EM) with antibodies against alpha-Syn in the mouse retina. We found that the majority of alpha-Syn immunoreactivity (IR) is located in GABAergic, glycinergic, and dopaminergic amacrine cells, and their processes often make a direct synapse to other labeled or unlabeled amacrine profiles, bipolar cell terminals, or ganglion cell dendrites. Further, our LM and immuno-EM results confirm the absence of alpha-Syn in excitatory photoreceptors, bipolar cell bodies, and their ribbon synapses, providing evidence, for the first time, that ribbon synapses do not express alpha-Syn. Additionally, alpha-Syn IR is located in the ganglion cells, some of which are intrinsically photosensitive retinal ganglion cells. These results reveal a previously unappreciated inhibitory synapse-specific expression pattern of alpha-Syn in the retina, suggesting that alpha-Syn may play a distinct role in the modulation and integration of inhibitory synaptic transmission in the retina."
Distribution and determinants of choroidal vascularity index in healthy eyes from deep-learning choroidal analysis: a population-based SS-OCT study.,The British journal of ophthalmology,2023 Mar 31,37001972,"AIMS: To quantify the profiles of choroidal vascularity index (CVI) using fully artificial intelligence (AI)-based algorithm applied to swept-source optical coherence tomography (SS-OCT) images and evaluate the determinants of CVI in a population-based study. METHODS: This cross-sectional study included adults aged >/=35 years residing in the Yuexiu District of Guangzhou, China, a follow-up population-based study. All participants (n=646) underwent comprehensive ophthalmic examinations, including SS-OCT for quantifying choroidal parameters. The CVI and subfoveal choroidal thickness (SFCT) were measured by a novel AI-based system. RESULTS: A total of 556 participants were included, with a mean age of 56.4+/-9.9 years and 44.96% women. The average CVI and SFCT of the overall population were 69.7% (95% CI 69.2 to 70.3) and 263.0 microm (95% CI 257.2 to 268.8), respectively. After adjusting for other factors, older age and longer AL were significantly associated with a lower CVI. The CVI decreased by -0.13% (-0.19 to -0.06, p<0.001) with each 1-year increase in age, -2.10% (-3.29 to -0.92, p=0.001) with each 1 mm increase in AL. Furthermore, significantly positive correlation between CVI and SFCT has been observed, with coefficient of 0.059 (0.052 to 0.065, p<0.001). CONCLUSION: Using new AI-based choroidal segmentation software, we provided a fast, reliable and objective CVI profile for large-scale samples. Older age and longer AL were independent correlates of choroidal thinning and CVI decline. These factors should be considered when interpreting SS-OCT-based choroidal measurements."
"Reply to Comment on ""Choriocapillaris flow deficit as a biomarker for diabetic retinopathy and diabetic macular edema: 3-year longitudinal cohort"".",American journal of ophthalmology,2023 Mar 29,37001788,N/A
The impact of non-coding RNAs in the pathobiology of eye disorders.,International journal of biological macromolecules,2023 Mar 29,37001772,"Eye disorders are common disorders with significant effects on personal, economic, and social aspects of life. These disorders have a genetic background and are associated with dysregulation of non-coding RNAs. Three classes of these transcripts, namely long non-coding RNAs (lncRNAs), circular RNAs (circRNAs) and microRNAs (miRNAs) have established roles in the regulation of gene expression and pathoetiology of ocular disorders. H19, MEG3, BANCR, UCA1, HOTAIR, ANRIL, XIST and MIAT are among important lncRNAs in ocular disorders. CircRNAs from ZBTB44, HIPK3, circ-PSEN1, COL1A2, ZNF532 and FAM158A loci have also been found to affect pathoetiology of ocular disorders. Both lncRNAs and circRNAs can serve as molecular sponges for miRNAs. In this review, we searched PubMed and Google Scholar databases to find the research articles summarizing the impact of non-coding RNAs in ocular disorders. The results of these studies would help in identification of suitable targets for treatment of ocular disorders."
In-depth molecular profiling of an intronic GNAO1 mutant as the basis for personalized high-throughput drug screening.,"Med (New York, N.Y.)",2023 Mar 22,37001522,"BACKGROUND: The GNAO1 gene, encoding the major neuronal G protein Galphao, is mutated in a subset of pediatric encephalopathies. Most such mutations consist of missense variants. METHODS: In this study, we present a precision medicine workflow combining next-generation sequencing (NGS) diagnostics, molecular etiology analysis, and personalized drug discovery. FINDINGS: We describe a patient carrying a de novo intronic mutation (NM_020988.3:c.724-8G>A), leading to epilepsy-negative encephalopathy with motor dysfunction from the second decade. Our data show that this mutation creates a novel splice acceptor site that in turn causes an in-frame insertion of two amino acid residues, Pro-Gln, within the regulatory switch III region of Galphao. This insertion misconfigures the switch III loop and creates novel interactions with the catalytic switch II region, resulting in increased GTP uptake, defective GTP hydrolysis, and aberrant interactions with effector proteins. In contrast, intracellular localization, Gbetagamma interactions, and G protein-coupled receptor (GPCR) coupling of the Galphao[insPQ] mutant protein remain unchanged. CONCLUSIONS: This in-depth analysis characterizes the heterozygous c.724-8G>A mutation as partially dominant negative, providing clues to the molecular etiology of this specific pathology. Further, this analysis allows us to establish and validate a high-throughput screening platform aiming at identifying molecules that could correct the aberrant biochemical functions of the mutant Galphao. FUNDING: This work was supported by the Joint Seed Money Funding scheme between the University of Geneva and the Hebrew University of Jerusalem."
