Title,Journal,Publication Date,PubMed ID,Abstract
MicroRNAs of extracellular vesicles derived from mesenchymal stromal cells alleviate inflammation in dry eye disease by targeting the IRAK1/TAB2/NF-kappaB pathway.,The ocular surface,2023 Mar 27,36990276,"PURPOSE: To investigate the efficacy and mechanisms of human umbilical cord-derived MSC-derived extracellular vesicles (hucMSC-EVs) in a mouse model of desiccation-induced dry eye disease (DED). METHODS: hucMSC-EVs were enriched by ultracentrifugation. The DED model was induced by desiccating environment combined with scopolamine administration. The DED mice were divided into the hucMSC-EVs group, fluorometholone (FML) group, PBS group, and blank control group. Tear secretion, corneal fluorescein staining, the cytokine profiles in tears and goblet cells, TUNEL-positive cell, and CD4(+) cells were examined to assess therapeutic efficiency. The miRNAs in the hucMSC-EVs were sequenced, and the top 10 were used for miRNA enrichment analysis and annotation. The targeted DED-related signaling pathway was further verified by using RT‒qPCR and western blotting. RESULTS: Treatment with hucMSC-EVs increased the tear volume and maintained corneal integrity in DED mice. The cytokine profile in the tears of the hucMSC-EVs group presented with a lower level of proinflammatory cytokines than PBS group. Moreover, hucMSC-EVs treatment increased goblet cell density and inhibited cell apoptosis and CD4(+) cell infiltration. Functional analysis of the top 10 miRNAs in hucMSC-EVs showed a high correlation with immunity. Among them, miR-125 b, let-7b, and miR-6873 were conserved between humans and mice and were associated with the IRAK1/TAB2/NF-kappaB pathway that was activated in DED. Furthermore, IRAK1/TAB2/NF-kappaB pathway activation and the abnormal expression of IL-4, IL-8, IL-10, IL-13, IL-17, and TNF-alpha were reversed by hucMSC-EVs. CONCLUSIONS: hucMSCs-EVs alleviate DED signs, suppress inflammation and restore homeostasis of the corneal surface by multitargeting the IRAK1/TAB2/NF-kappaB pathway via certain miRNAs."
Successful restoration of corneal surface integrity with a tissue-engineered allogeneic implant in severe keratitis patients.,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,2023 Mar 27,36989713,"OBJECTIVES: Corneal diseases are among the main causes of blindness, with approximately 4.6 and 23 million patients worldwide suffering from bilateral and unilateral corneal blindness, respectively. The standard treatment for severe corneal diseases is corneal transplantation. However, relevant disadvantages, particularly in high-risk conditions, have focused the attention on the search for alternatives. METHODS: We report interim findings of a phase I-II clinical study evaluating the safety and preliminary efficacy of a tissue-engineered corneal substitute composed of a nanostructured fibrin-agarose biocompatible scaffold combined with allogeneic corneal epithelial and stromal cells (NANOULCOR). 5 subjects (5 eyes) suffering from trophic corneal ulcers refractory to conventional treatments, who combined stromal degradation or fibrosis and limbal stem cell deficiency, were included and treated with this allogeneic anterior corneal substitute. RESULTS: The implant completely covered the corneal surface, and ocular surface inflammation decreased following surgery. Only four adverse reactions were registered, and none of them were severe. No detachment, ulcer relapse nor surgical re-interventions were registered after 2 years of follow-up. No signs of graft rejection, local infection or corneal neovascularization were observed either. Efficacy was measured as a significant postoperative improvement in terms of the eye complication grading scales. Anterior segment optical coherence tomography images revealed a more homogeneous and stable ocular surface, with complete scaffold degradation occurring within 3-12 weeks after surgery. CONCLUSIONS: Our findings suggest that the surgical application of this allogeneic anterior human corneal substitute is feasible and safe, showing partial efficacy in the restoration of the corneal surface."
Pathologically high intraocular pressure induces mitochondrial dysfunction through Drp1 and leads to retinal ganglion cell PANoptosis in glaucoma.,Redox biology,2023 Mar 21,36989574,"Glaucoma is a common neurodegenerative disease characterized by progressive retinal ganglion cell (RGC) loss and visual field defects. Pathologically high intraocular pressure (ph-IOP) is an important risk factor for glaucoma, and it triggers molecularly distinct cascades that control RGC death and axonal degeneration. Dynamin-related protein 1 (Drp1)-mediated abnormalities in mitochondrial dynamics are involved in glaucoma pathogenesis; however, little is known about the precise pathways that regulate RGC injury and death. Here, we aimed to investigate the role of the ERK1/2-Drp1-reactive oxygen species (ROS) axis in RGC death and the relationship between Drp1-mediated mitochondrial dynamics and PANoptosis in ph-IOP injury. Our results suggest that inhibiting the ERK1/2-Drp1-ROS pathway is a potential therapeutic strategy for treating ph-IOP-induced injuries. Furthermore, inhibiting Drp1 can regulate RGC PANoptosis by modulating caspase3-dependent, nucleotide-binding oligomerization domain-like receptor-containing pyrin domain 3(NLRP3)-dependent, and receptor-interacting protein (RIP)-dependent pathways in the ph-IOP model. Overall, our findings provide new insights into possible protective interventions that could regulate mitochondrial dynamics to improve RGC survival."
"The photoreceptor protective cGMP-analog Rp-8-Br-PET-cGMPS interacts with cGMP-interactors PKGI, PDE1, PDE6, and PKAI in the degenerating mouse retina.",The Journal of comparative neurology,2023 Mar 29,36989379,"The inherited eye disease retinitis pigmentosa (RP) causes the loss of photoreceptors by a still unknown cell death mechanism. During this degeneration, cyclic guanosine-3',5'-monophosphate (cGMP) levels become elevated, leading to over-activation of the cGMP-binding protein cGMP-dependent protein kinase (PKG). cGMP analogs selectively modified to have inhibitory actions on PKG have aided in impeding photoreceptor death, and one such cGMP analog is Rp-8-Br-PET-cGMPS. However, cGMP analogs have previously been shown to interact with numerous targets, so to better understand the therapeutic action of Rp-8-Br-PET-cGMPS, it is necessary to elucidate its target-selectivity and hence what potential cellular mechanism(s) it may affect within the photoreceptors. Here, we, therefore, applied affinity chromatography together with mass spectrometry to isolate and identify Rp-8-Br-PET-cGMPS interactors from retinas derived from three different murine RP models (i.e., rd1, rd2, and rd10 mice). Our findings revealed that Rp-8-Br-PET-cGMPS bound seven known cGMP-binding proteins, including PKG1beta, PDE1beta, PDE1c, PDE6alpha, and PKA1alpha. Furthermore, an additional 28 proteins were found to be associated with Rp-8-Br-PET-cGMPS. This latter group included MAPK1/3, which is known to connect with cGMP/PKG in other systems. However, in organotypic retinal cultures, Rp-8-Br-PET-cGMPS had no effect on photoreceptor MAPK1/3 expression or activity. To summarize, Rp-8-Br-PET-cGMPS is more target specific compared to regular cGMP."
Robust Acute Pancreatitis Identification and Diagnosis: RAPIDx.,ACS nano,2023 Mar 29,36988967,"The occurrence of acute pancreatitis (AP) is increasing significantly worldwide. However, current diagnostic methods of AP do not provide a clear clinical stratification of severity, and the prediction of complications in AP is still limited. Here, we present a robust AP identification and diagnosis (RAPIDx) method by the proteomic fingerprinting of intact nanoscale extracellular vesicles (EVs) from clinical samples. By tracking analysis of circulating biological nanoparticles released by cells (i.e., EVs) via bottom-up proteomics, we obtain close phenotype connections between EVs, cell types, and multiple tissues based on their specific proteomes and identify the serum amyloid A (SAA) proteins on EVs as potential biomarkers that are differentially expressed from AP patients significantly. We accomplish the quantitative analysis of EVs fingerprints using MALDI-TOF MS and find the SAA proteins (SAA1-1, desR-SAA1-2, SAA2, SAA1-2) with areas under the curve (AUCs) from 0.92 to 0.97, which allows us to detect AP within 30 min. We further realize that SAA1-1 and SAA2, combined with two protein peaks (5290.19, 14032.33 m/z), can achieve an AUC of 0.83 for classifying the severity of AP. The RAPIDx platform will facilitate timely diagnosis and treatment of AP before severity development and persistent organ failure and promote precision diagnostics and the early diagnosis of pancreatic cancer."
Quadrant Asymmetry in Optical Coherence Tomography Angiography Metrics in Ischemic Versus Non-Ischemic Central Retinal Vein Occlusion Eyes.,Translational vision science & technology,2023 Mar 1,36988945,"PURPOSE: To determine whether quadrant asymmetry (QA) of optical coherence tomography angiography (OCTA) metrics differs between non-ischemic versus ischemic central retinal vein occlusion (CRVO). METHODS: Fifty-eight eyes (21 non-ischemic, 10 ischemic CRVO, and 27 contralateral control eyes) underwent 3 x 3 mm spectral-domain OCTA scans with quantification of the superficial retinal layer vessel length density (VLD) and perfusion density (PD). QA, defined as the maximum-minus-minimum value among four parafoveal Early Treatment Diabetic Retinopathy Study (ETDRS) quadrants, was compared by linear regression including fixed effects for each eye. RESULTS: Mean age was 73.6 +/- 11.4 (range 39-88), 73.8 +/- 12.4 (range 39-91) and 77.2 +/- 9.83, (range 60-88); and QA was 3.46 +/- 1.76, 3.14 +/- 1.57, and 4.88 +/- 2.42 for VLD and 0.072 +/- 0.038, 0.062 +/- 0.036, and 0.11 +/- 0.056 for PD for control, non-ischemic, and ischemic, respectively. QA was significantly higher in ischemic (0.109 +/- 0.056) than non-ischemic CRVO eyes (0.062 +/- 0.036; P = 0.02) and control eyes for PD (0.072 +/- 0.038; P = 0.03). QA was also greater in ischemic (4.875 +/- 2.418) than non-ischemic CRVO (3.141 +/- 1.572) for VLD (P = 0.04). In terms of identifying which particular quadrant is most affected by ischemia, multivariate regression analysis comparing intra-quadrant effect on the presence of ischemia versus non-ischemia showed no quadrant was significantly affected (P > 0.05 for all quadrants). CONCLUSIONS: Ischemic CRVO increases intraeye QA of OCTA metrics when compared to non-ischemic CRVO and control eyes. No specific ETDRS quadrant appears to be more affected. TRANSLATIONAL RELEVANCE: This work uses an intraeye method to delineate between ischemic and non-ischemic CRVO by OCTA imaging, overcoming inter-eye variables encountered in clinical care."
EULAR study group on 'MHC-I-opathy': identifying disease-overarching mechanisms across disciplines and borders.,Annals of the rheumatic diseases,2023 Mar 27,36987655,"The 'MHC-I (major histocompatibility complex class I)-opathy' concept describes a family of inflammatory conditions with overlapping clinical manifestations and a strong genetic link to the MHC-I antigen presentation pathway. Classical MHC-I-opathies such as spondyloarthritis, Behcet's disease, psoriasis and birdshot uveitis are widely recognised for their strong association with certain MHC-I alleles and gene variants of the antigen processing aminopeptidases ERAP1 and ERAP2 that implicates altered MHC-I peptide presentation to CD8+T cells in the pathogenesis. Progress in understanding the cause and treatment of these disorders is hampered by patient phenotypic heterogeneity and lack of systematic investigation of the MHC-I pathway.Here, we discuss new insights into the biology of MHC-I-opathies that strongly advocate for disease-overarching and integrated molecular and clinical investigation to decipher underlying disease mechanisms. Because this requires transformative multidisciplinary collaboration, we introduce the EULAR study group on MHC-I-opathies to unite clinical expertise in rheumatology, dermatology and ophthalmology, with fundamental and translational researchers from multiple disciplines such as immunology, genomics and proteomics, alongside patient partners. We prioritise standardisation of disease phenotypes and scientific nomenclature and propose interdisciplinary genetic and translational studies to exploit emerging therapeutic strategies to understand MHC-I-mediated disease mechanisms. These collaborative efforts are required to address outstanding questions in the etiopathogenesis of MHC-I-opathies towards improving patient treatment and prognostication."
Biomedical Applications of Lactoferrin on the Ocular Surface.,Pharmaceutics,2023 Mar 7,36986726,"Lactoferrin (LF) is a first-line defense protein with a pleiotropic functional pattern that includes anti-inflammatory, immunomodulatory, antiviral, antibacterial, and antitumoral properties. Remarkably, this iron-binding glycoprotein promotes iron retention, restricting free radical production and avoiding oxidative damage and inflammation. On the ocular surface, LF is released from corneal epithelial cells and lacrimal glands, representing a significant percentage of the total tear fluid proteins. Due to its multifunctionality, the availability of LF may be limited in several ocular disorders. Consequently, to reinforce the action of this highly beneficial glycoprotein on the ocular surface, LF has been proposed for the treatment of different conditions such as dry eye, keratoconus, conjunctivitis, and viral or bacterial ocular infections, among others. In this review, we outline the structure and the biological functions of LF, its relevant role at the ocular surface, its implication in LF-related ocular surface disorders, and its potential for biomedical applications."
Perspectives of Therapeutic Drug Monitoring of Biological Agents in Non-Infectious Uveitis Treatment: A Review.,Pharmaceutics,2023 Feb 25,36986627,"Biological drugs, especially those targeting anti-tumour necrosis factor alpha (TNFalpha) molecule, have revolutionized the treatment of patients with non-infectious uveitis (NIU), a sight-threatening condition characterized by ocular inflammation that can lead to severe vision threatening and blindness. Adalimumab (ADA) and infliximab (IFX), the most widely used anti-TNFalpha drugs, have led to greater clinical benefits, but a significant fraction of patients with NIU do not respond to these drugs. The therapeutic outcome is closely related to systemic drug levels, which are influenced by several factors such as immunogenicity, concomitant treatment with immunomodulators, and genetic factors. Therapeutic drug monitoring (TDM) of drug and anti-drug antibody (ADAbs) levels is emerging as a resource to optimise biologic therapy by personalising treatment to bring and maintain drug concentration within the therapeutic range, especially in those patients where a clinical response is less than expected. Furthermore, some studies have described different genetic polymorphisms that may act as predictors of response to treatment with anti-TNFalpha agents in immune-mediated diseases and could be useful in personalising biologic treatment selection. This review is a compilation of the published evidence in NIU and in other immune-mediated diseases that support the usefulness of TDM and pharmacogenetics as a tool to guide clinicians' treatment decisions leading to better clinical outcomes. In addition, findings from preclinical and clinical studies, assessing the safety and efficacy of intravitreal administration of anti-TNFalpha agents in NIU are discussed."
Updates on Biodegradable Formulations for Ocular Drug Delivery.,Pharmaceutics,2023 Feb 22,36986595,"The complex nature of the ocular drug delivery barrier presents a significant challenge to the effective administration of drugs, resulting in poor therapeutic outcomes. To address this issue, it is essential to investigate new drugs and alternative delivery routes and vehicles. One promising approach is the use of biodegradable formulations to develop potential ocular drug delivery technologies. These include hydrogels, biodegradable microneedles, implants, and polymeric nanocarriers such as liposomes, nanoparticles, nanosuspensions, nanomicelles, and nanoemulsions. The research in these areas is rapidly growing. In this review, we provide an overview of recent updates in biodegradable formulations for ocular drug delivery over the past decade. Additionally, we examine the clinical use of different biodegradable formulations in various ocular diseases. The aim of this review is to gain a deeper understanding of potential future trends in biodegradable ocular drug delivery systems and to raise awareness of their potential for practical clinical application as a means of providing new treatment options for ocular diseases."
Metabolomics in Corneal Diseases: A Narrative Review from Clinical Aspects.,Metabolites,2023 Mar 3,36984820,"Corneal pathologies may have subtle manifestations in the initial stages, delaying diagnosis and timely treatment. This can lead to irreversible visual loss. Metabolomics is a rapidly developing field that allows the study of metabolites in a system, providing a complementary tool in the early diagnosis and management of corneal diseases. Early identification of biomarkers is key to prevent disease progression. The advancement of nuclear magnetic resonance and mass spectrometry allows the identification of new biomarkers in the analysis of tear, cornea, and aqueous humor. Novel perspectives on disease mechanisms are identified, which provide vital information for potential targeted therapies in the future. Current treatments are analyzed at a molecular level to offer further information regarding their efficacy. In this article, we provide a comprehensive review of the metabolomic studies undertaken in the cornea and various pathologies such as dry eye disease, Sjogren's syndrome, keratoconus, post-refractive surgery, contact lens wearers, and diabetic corneas. Lastly, we discuss the exciting future that metabolomics plays in cornea research."
Tinnitus Prevalence in the Adult Population-Results from the Gutenberg Health Study.,"Medicina (Kaunas, Lithuania)",2023 Mar 20,36984621,"Background and Objectives: Tinnitus is a common symptom in medical practice, although data on its prevalence vary. As the underlying pathophysiological mechanism is still not fully understood, hearing loss is thought to be an important risk factor for the occurrence of tinnitus. The aim of this study was to assess tinnitus prevalence in a large German cohort and to determine its dependence on hearing impairment. Materials and Methods: The Gutenberg Health Study (GHS) is a population-based cohort study and representative for the population of Mainz and its district. Participants were asked whether they suffer from tinnitus and how much they are burdened by it. Extensive audiological examinations using bone- and air-conduction were also performed. Results: 4942 participants (mean age: 61.0, 2550 men and 2392 women) were included in the study. The overall prevalence of tinnitus was 26.1%. Men were affected significantly more often than women. The prevalence of tinnitus increased with age, peaking at ages 75 to 79 years. Considering only annoying tinnitus, the prevalence was 9.8%. Logistic regression showed that participants with severe to complete hearing loss (>65 dB) were more likely to have tinnitus. Conclusions: Tinnitus is a common symptom, and given demographic changes, its prevalence is expected to increase."
Role of Microaneurysms in the Pathogenesis and Therapy of Diabetic Macular Edema: A Descriptive Review.,"Medicina (Kaunas, Lithuania)",2023 Feb 22,36984436,"Background and Objectives: This study aims to elucidate the role of microaneurysms (MAs) in the pathogenesis and treatment of diabetic retinopathy (DR) and diabetic macular edema (DME), the major causes of acquired visual impairment. Materials and Methods: We synthesized the relevance of findings on the clinical characteristics, pathogenesis, and etiology of MAs in DR and DME and their role in anti-vascular endothelial growth factor (VEGF) therapy. Results: MAs, a characteristic feature in DR and DME, can be detected by fluorescein angiography, optical coherence tomography (OCT) and OCT angiography. These instrumental analyses demonstrated a geographic and functional association between MA and ischemic areas. MA turnover, the production and loss of MA, reflects the activity of DME and DR. Several cytokines are involved in the pathogenesis of MAs, which is characterized by pericyte loss and endothelial cell proliferation in a VEGF-dependent or -independent manner. Ischemia and MAs localized in the deep retinal layers are characteristic of refractory DME cases. Even in the current anti-VEGF era, laser photocoagulation targeting MAs in the focal residual edema is still an effective therapeutic tool, but it is necessary to be creative in accurately identifying the location of MAs and performing highly precise and minimally invasive coagulation. Conclusions: MAs play a distinctive and important role in the pathogenesis of the onset, progression of DR and DME, and response to anti-VEGF treatment. Further research on MA is significant not only for understanding the pathogenesis of DME but also for improving the effectiveness of treatment."
The Eye as a Diagnostic Tool for Alzheimer's Disease.,"Life (Basel, Switzerland)",2023 Mar 8,36983883,"Alzheimer's disease (AD) is a progressive neurodegenerative disorder impacting cognition, function, and behavior in the elderly population. While there are currently no disease-modifying agents capable of curing AD, early diagnosis and management in the preclinical stage can significantly improve patient morbidity and life expectancy. Currently, the diagnosis of Alzheimer's disease is a clinical one, often supplemented by invasive and expensive biomarker testing. Over the last decade, significant advancements have been made in our understanding of AD and the role of ocular tissue as a potential biomarker. Ocular biomarkers hold the potential to provide noninvasive and easily accessible diagnostic and monitoring capabilities. This review summarizes current research for detecting biomarkers of Alzheimer's disease in ocular tissue."
Is Erythrocyte Sedimentation Rate Necessary for the Initial Diagnosis of Giant Cell Arteritis?,"Life (Basel, Switzerland)",2023 Mar 3,36983848,"Giant cell arteritis (GCA) is an ophthalmological emergency that can be difficult to diagnose and prompt treatment is vital. We investigated the sequential diagnostic value for patients with suspected GCA using three biochemical measures as they arrive to the clinician: first, platelet count, then C-reactive protein (CRP), and lastly, erythrocyte sedimentation rate (ESR). This retrospective cross-sectional study of consecutive patients with suspected GCA investigated platelet count, CRP, and ESR using diagnostic test accuracy statistics and odds ratios (ORs) in a sequential fashion. The diagnosis was established by experts at follow-up, considering clinical findings and tests including temporal artery biopsy. A total of 94 patients were included, of which 37 (40%) were diagnosed with GCA. Compared with those without GCA, patients with GCA had a higher platelet count (p < 0.001), CRP (p < 0.001), and ESR (p < 0.001). Platelet count demonstrated a low sensitivity (38%) and high specificity (88%); CRP, a high sensitivity (86%) and low specificity (56%); routine ESR, a high sensitivity (89%) and low specificity (47%); and age-adjusted ESR, a moderate sensitivity (65%) and moderate specificity (65%). Sequential analysis revealed that ESR did not provide additional value in evaluating risk of GCA. Initial biochemical evaluation can be based on platelet count and CRP, without waiting for ESR, which allows faster initial decision-making in GCA."
"Anti-VEGF Treatment of Diabetic Macular Edema in Denmark: Incidence, Burden of Therapy, and Forecasting Analyses.",Journal of personalized medicine,2023 Mar 18,36983726,"BACKGROUND: The aim of this study was to analyze demographically stratified incidence rates of patients with diabetic macular edema (DME) commenced in anti-VEGF therapy, to study temporal trends, to report the proportion of patients in active therapy over time, and to develop a model to forecast the future number of patients in active treatment. METHODS: This was a retrospective registry-based study of all patients with DME who received at least one intravitreal anti-VEGF treatment from 1 January 2007 to 30 June 2022. Population data were extracted from Statistics Denmark. RESULTS: This study included 2220 patients with DME who were commenced in anti-VEGF therapy. Demographic analyses revealed higher incidence rates among males than females and among those aged 60-80 years. The number of patients in active treatment followed an exponential decay curve; hence, this was used to mathematically model the number of patients in active therapy. The number of patients in active treatment is expected to stay relatively stable with a minimal increase until the year 2023. CONCLUSIONS: This study provides insight into the practical aspects of the anti-VEGF treatment of DME that allow the planning of adequate health services."
The Association of Intravitreal Injections of Different Anti-Vascular Endothelial Growth Factor with Systemic Outcomes in Diabetic Patients.,Journal of personalized medicine,2023 Mar 18,36983725,"This retrospective cohort study aimed to assess the systemic effects of three commonly available anti-vascular endothelial growth factor intravitreal injections in patients with diabetes, using data taken from a multi-institutional database in Taiwan. Patient data were sourced from the multi-institutional Chang Gung Research Database. Participants were divided into groups based on treatment with bevacizumab, ranibizumab, or aflibercept. Baseline characteristics were matched among the groups by the inverse probability of treatment weighting. The incidence rate of outcome events was calculated as the number of events divided by 100 person-years of follow-up. The cumulative incidence function was used to estimate the incidence rate of the outcome events among groups. The incidence of ischemic stroke was higher in the ranibizumab group than the bevacizumab and aflibercept groups (1.65, 0.92, and 0.61 per 100 person-years, respectively). The incidence of major adverse lower-limb events was higher in the bevacizumab group (2.95), followed by ranibizumab (2.00) and aflibercept (0.74). Major bleeding was relatively higher in bevacizumab (12.1) compared to ranibizumab (4.3) and aflibercept (3.8). All-cause death was higher for both bevacizumab (3.26) and aflibercept (2.61) when compared to ranibizumab (0.55), and all-cause admission was found to be highest with bevacizumab (58.6), followed by aflibercept (30.2), and ranibizumab (27.6). The bevacizumab group demonstrated a greater decrease in glycated hemoglobin compared to the baseline level (-0.33%). However, a few differences in the clinical condition between the groups were still observed after matching. In conclusion, this study suggests that different anti-vascular endothelial growth factor agents may be associated with various and differing systemic adverse events. The differences might also be attributed to differences in patient characteristics and clinical status."
Automatic Diagnosis of Infectious Keratitis Based on Slit Lamp Images Analysis.,Journal of personalized medicine,2023 Mar 13,36983701,"Infectious keratitis (IK) is a common ophthalmic emergency that requires prompt and accurate treatment. This study aimed to propose a deep learning (DL) system based on slit lamp images to automatically screen and diagnose infectious keratitis. This study established a dataset of 2757 slit lamp images from 744 patients, including normal cornea, viral keratitis (VK), fungal keratitis (FK), and bacterial keratitis (BK). Six different DL algorithms were developed and evaluated for the classification of infectious keratitis. Among all the models, the EffecientNetV2-M showed the best classification ability, with an accuracy of 0.735, a recall of 0.680, and a specificity of 0.904, which was also superior to two ophthalmologists. The area under the receiver operating characteristics curve (AUC) of the EffecientNetV2-M was 0.85; correspondingly, 1.00 for normal cornea, 0.87 for VK, 0.87 for FK, and 0.64 for BK. The findings suggested that the proposed DL system could perform well in the classification of normal corneas and different types of infectious keratitis, based on slit lamp images. This study proves the potential of the DL model to help ophthalmologists to identify infectious keratitis and improve the accuracy and efficiency of diagnosis."
TIPE2 Inhibits MGD Inflammation by Regulating Macrophage Polarization.,Journal of personalized medicine,2023 Mar 9,36983674,"BACKGROUND: The aim of this study was to decide the role of the polarization of macrophages regulated by tumor necrosis factor-alpha (TNF-alpha)-induced protein 8-like 2 (TIPE2) in meibomian gland dysfunction (MGD). METHODS: Firstly, the secretory function of the meibomian gland (MG) in apolipoprotein E knockout (ApoE(-/-)) MGD mice and normal mice was detected by oil red staining. Then, the expression levels of markers of M1 and M2 macrophages were detected by immunofluorescence staining in MGD, normal mice, and mild and severe MGD corpses to decide the role of M1 and M2 macrophages in MGD inflammation. Meanwhile, the expression levels of TIPE2 in MGD mice and MGD patients were detected by immunofluorescence staining, and the correlations among TIPE2, M1 and M2 macrophages were analyzed by immunofluorescence double staining in MGD mice and MGD patients. Furthermore, lipopolysaccharide (LPS) and interleulkin-4 (IL-4) were used to induce M1 and M2 polarization of macrophages, and the mRNA level of TIPE2 was detected in M1 and M2 macrophages. RESULTS: Oil red staining showed that eyelid fat congestion was more severe in (ApoE(-/-)) MGD mice than in normal mice, and the M1 macrophage was the primary inflammatory cell infiltrated in (ApoE(-/-)) MGD mice (p < 0.05). The results of the immunofluorescence staining showed that the infiltration of macrophages in MGD mice was more obvious than that in the normal group, and M1 macrophage was the dominant group (p < 0.05). Similar to the results of the MGD mouse model, more macrophage infiltration was observed in MGD patients' MG tissues, and there were more M1 cells in the severe group than in the mild group (p < 0.05). Moreover, the expression of TIPE2 was positively correlated with the expression of M2 macrophages in MGD patients and mice MG tissues (p < 0.05). The expression of TIPE2 mRNA in LPS-induced M1 macrophages declined, while the expression of TIPE2 mRNA in IL-4-induced M2 macrophages increased (p < 0.05). CONCLUSION: M1 macrophage was the dominant group infiltrated in the MG tissue of MGD, and TIPE2 is a potential anti-inflammatory target for preventing the development of MGD by promoting the M2 polarization of macrophages."
Correction of Asymmetric Bowtie Corneal Astigmatism with a Toric Intraocular Lens: Outcomes and Accuracy of Measurement Modes.,Journal of personalized medicine,2023 Feb 24,36983583,"The outcomes of toric intraocular lens (IOL) implantation in correcting asymmetric bowtie corneal astigmatism remain uncertain. The accurate measurement of corneal astigmatism is essential for surgical planning. In this prospective cohort study, patients with asymmetric or symmetric bowtie corneal astigmatism who underwent toric IOL implantation were recruited. Preoperative corneal astigmatism was measured with an IOLMaster and Pentacam (including the simulated keratometry (SimK), total corneal refractive power (TCRP), and wavefront aberration (WFA) modes). At 3 months after surgery, the refractive outcomes and residual astigmatic refractive errors were compared with patients with symmetric bowtie astigmatism. The prediction errors (the differences between the calculated actual corneal astigmatism and the measured corneal astigmatism) were compared among the different measurement modes in the asymmetric group. There were no differences in residual astigmatism between the asymmetric and symmetric groups. However, the mean absolute residual astigmatic refractive error was greater in the asymmetric group than in the symmetric group (0.72 +/- 0.42 D vs. 0.53 +/- 0.24 D, p = 0.043). In the asymmetric group, the mean absolute prediction errors for the IOLMaster, SimK, TCRP and WFA modes were 0.53 +/- 0.40, 0.56 +/- 0.47, 0.68 +/- 0.52, and 0.43 +/- 0.40 D, respectively. The Pentacam WFA mode was the most accurate mode (p < 0.05). The absolute prediction error of the WFA mode was positively correlated with the total corneal irregular astigmatism higher-order aberrations and coma (r = 0.416 and r = 0.473, respectively; both p < 0.05). Our study suggests toric IOL implantation effectively corrected asymmetric bowtie corneal astigmatism. The Pentacam WFA mode may be the most accurate measurement mode, although its accuracy decreased as asymmetry increased."
MLN4924 Promotes Self-Renewal of Limbal Stem Cells and Ocular Surface Restoration.,Journal of personalized medicine,2023 Feb 21,36983561,"OBJECTIVE: To study the role of MLN4924 in corneal stem cell maintenance and corneal injury repair. METHODS: In cell experiments, the Sprague-Dawley (SD) rat corneal epithelial cells were co-cultured with mitomycin C-inactivated mouse feeder cells in a supplemental hormonal epithelial medium (SHEM) with or without MLN4924. Cells were photographed using an optical microscope. Furthermore, we performed crystal violet, polymerase chain reaction (PCR), and immunofluorescence staining on limbal stem cells (LSCs). In animal experiments, we scraped the corneal epithelium with a central corneal diameter of 4 mm in SD rats. The area of the corneal epithelial defect was calculated by fluorescein sodium staining. RESULTS: LSCs in the MLN4924 group had significantly proliferated. The MLN4924 treatment evidently enhanced the clone formation rate and clone area of LSCs. The expression levels of Ki67, p63, ABCG2, Bmi1, and C/EBPdelta increased in LSCs after MLN4924 treatment, whereas the expression of K12 decreased. At 12 and 24 h after scraping, the corneal epithelium recovery rate in the eyes of the MLN4924-treated rats was accelerated. CONCLUSIONS: MLN4924 can maintain stemness, reduce differentiation, promote the proliferative capacity of rat LSCs, and accelerate corneal epithelial wound healing in SD rats."
Pyridostigmine Bromide Pills and Pesticides Exposure as Risk Factors for Eye Disease in Gulf War Veterans.,Journal of clinical medicine,2023 Mar 21,36983407,"To examine associations between the pyridostigmine bromide (PB) pill and/or pesticide exposure during the 1990-1991 Gulf War (GW) and eye findings years after deployment. A cross-sectional study of South Florida veterans who were deployed on active duty during the GW Era (GWE). Information on GW exposures and ocular surface symptoms were collected via standardized questionnaires and an ocular surface examination was performed. Participants underwent spectral domain-ocular coherence tomography (SD-OCT) imaging that included retinal nerve fiber layer (RNFL), ganglion cell layer (GCL), and macular maps. We examined for differences in eye findings between individuals exposed versus not exposed to PB pills or pesticides during service. A total of 40.7% (n = 44) of individuals reported exposure to PB pills and 41.7% (n = 45) to pesticides; additionally, 24 reported exposure to both in the GW arena. Demographics were comparable across groups. Individuals exposed to PB pills reported higher dry eye (DE) symptoms scores (the 5-Item Dry Eye Questionnaire, DEQ-5: 9.3 +/- 5.3 vs. 7.3 +/- 4.7, p = 0.04) and more intense ocular pain (average over the last week: 2.4 +/- 2.6 vs. 1.5 +/- 1.8, p = 0.03; Neuropathic Pain Symptom Inventory modified for the Eye (NPSI-E): 18.2 +/- 20.0 vs. 10.8 +/- 13.8, p = 0.03) compared to their non-exposed counterparts. DE signs were comparable between the groups. Individuals exposed to PB pills also had thicker OCT measurements, with the largest difference in the outer temporal segment of the macula (268.5 +/- 22.2 mum vs. 260.6 +/- 14.5 mum, p = 0.03) compared to non-exposed individuals. These differences remained significant when examined in multivariable models that included demographics and deployment history. Individuals exposed to pesticides had higher neuropathic ocular pain scores (NPSI-E: 17.1 +/- 21.1 vs. 11.6 +/- 12.9, p = 0.049), but this difference did not remain significant in a multivariable model. Individuals exposed to PB pills during the GWE reported more severe ocular surface symptoms and had thicker OCT measures years after deployment compared to their non-exposed counterparts."
